quarter,date,turn_number,speaker,text,word_count,speaker_type
2025Q1,April 11 2025,90,Jamie Dimon,"If you do all -- if you have to fix LCR, G-SIFI, CCAR, SLR, and I think would free up hundreds of billions of dollars for JPMorgan annually of various types of lending to the system. Some would be markets, some would be middle market loans, et cetera. And I pointed out, if you wanted to look at the big numbers, that loans to deposits are now 70% for the banking system writ large. That used to be 100%. And the reason for that isn't -- it's not just capital. It is also LCR. It is also G-SIFIs.

And the question you should ask, because you are very smart, Mike, is could you -- have the same -- and I believe you have a safer system, lend more money, have more liquidity, eliminate bank runs, eliminate what happened to the First Republic of Silicon Valley, and you can accomplish all of that with completely rational and thoughtful regulations. That's what I would like to see them do. I don't know what's going to happen.

You can read our -- I think our [MPRs] (ph) are public and stuff like that. And so, they should do that, just make a better system. We have the best in the world. We've kind of started to cripple it slowly. And if you don't -- I'd say, when you look at these rules and regulations, see Europe. If that's where we want to go, let's just go there.",244,CEO
2025Q1,April 11 2025,91,Mike Mayo,"One short follow-up. Just first quarter, you mentioned good credit, good trading, good [EPSB] (ph). I'm not sure anyone cares. They're worried more about the things we're talking about here. But in terms of the risk of being an international company, an international US company during trade wars, and I know JPMorgan is a firm that likes to partner with countries as well as communities and customers, so how do you think about that risk? How should we think about that risk? And hopefully, your voice is being heard to speed things along to whatever can be done getting it done because you could be in the crosshairs at some point.",111,Analyst
2025Q1,April 11 2025,92,Jamie Dimon,"Yeah. I honestly add that to the list of worries. We will be in the crosshairs. That's what's going to happen. And it's okay. We're deeply embedded in these other countries, people like us, but I do think some clients or some countries will feel differently about American banks, and we'll just have to deal with that.",57,CEO
2025Q1,April 11 2025,93,Mike Mayo,All right. Thank you.,4,Analyst
2025Q1,April 11 2025,94,Operator,Thank you. Our next question comes from Glenn Schorr with Evercore. Your line is open.,15,Operator
2025Q1,April 11 2025,95,Glenn Schorr,"Hi. Just one follow-up on this whole risk management/regulatory front. I see, I hear and I agree flawed regulatory system could be better. We've had massive volatility. The market plumbing has held in okay so far and you and others have had borderline spectacular trading results. So, has something changed? Are you -- are the systems better? Are they better able to handle it as your risk management, your people, the diversity of your platform better? Or are there still environments where not all volatility is good? I'm just curious to get your big picture thoughts. Thanks.",97,Analyst
2025Q1,April 11 2025,96,Jeremy Barnum,"I mean, maybe I'll start with that one, Glenn. So, I guess I think that your points aren't mutually exclusive, meaning I mean, we're always continually improving the franchise. We've talked a lot about inward investment in all of our businesses, including Markets. And so, we try to be more complete and invest in technology and work more closely with our clients. So, I'm sure we're kind of better at it than we were five years ago as I think probably everyone is at the margin.

I'm not sure that you can associate that with the current performance. I think these just happen to be very favorable conditions that we've managed very successfully. And to your point, I think your specific question of like, is there -- are there still forms of volatility that can be bad for the Markets franchise? The answer to that question is definitely yes. When you have gappy volatility with no trading volume, people paralyzed, clients unsure what to do, active managers struggling, those environments are bad. So, people make fun of the kind of good volatility/bad volatility story, but whether we like it or not, it's real. And in the end, we just have to manage the risks and serve the clients. And as I said earlier, we're happy to see that.",218,CFO
2025Q1,April 11 2025,97,Jamie Dimon,"Jeremy -- I agree with Jeremy. I'd add to that. Volatility leads to bigger bid/ask spreads that, all things being equal, is better. And it leads sometimes to higher volumes, so you've seen really high volumes in FX and interest rate swaps and a whole bunch of different things, treasuries, that's better. But as Jeremy pointed out, sometimes that kind of volatility leads to very low volumes, like you're seeing in DCM today, when you don't have bond deals, when you have less trading, when you have -- so it will have lower volumes in certain markets and stuff like that. And how it all filters through is almost impossible to tell. But our folks do a great job, and we're here to help our clients. So, we know that volumes can go up or down and spreads go up or down and pretty bad.

But the plumbing of the system, I would say, the plumbing worked well during COVID, too. I mean, it wasn't the plumbing that was a problem and it wasn't even a problem to go back to some of the real crises we've had. So -- but you're always worried about that kind of thing, make sure it stays true.",204,CEO
2025Q1,April 11 2025,98,Jeremy Barnum,"And I do think that the fact that the revenue performance in this quarter is good, shouldn't make us lose focus on the importance of the larger fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem. Everything Jamie has been talking about SLR, LCR, ILST, G-SIB, Basel thing, MRWA, the whole panoply of items, which interacts as we've often talked about and is miscalibrated. It will, at the margin, make it harder for banks to serve a stabilizing function in a difficult moment. So that remains quite important as a policy priority.",97,CFO
2025Q1,April 11 2025,99,Glenn Schorr,That's a great point. Thanks for that. Appreciate it.,9,Analyst
2025Q1,April 11 2025,100,Jeremy Barnum,"Thanks, Glenn.",2,CFO
2025Q1,April 11 2025,101,Operator,Thank you. And our final question will go to the line of Saul Martinez with HSBC. You may proceed.,19,Operator
2025Q1,April 11 2025,102,Saul Martinez,"Hey, good morning. Thanks for taking my question. Most of my questions have been asked and answered, but I guess I'll ask about costs since nobody has asked it. But I guess, how should we think about the cost structure and any sort of cost optimization efforts? If you do see a revenue slowdown, but not necessarily a severe downturn, I think you do have -- in the $95 billion guidance, you do have good amount of growth penciled in for investing in bankers and branches and tech and marketing. And I guess, do you -- does it make sense or under what conditions would it make sense for you to maybe pull back on some of these investments or do you think that's just completely short sighted unless we see a real significant downturn in the economy?",138,Analyst
2025Q1,April 11 2025,103,Jeremy Barnum,"Yeah. So, you've slightly answered your own question there, Saul, but it is nonetheless a good question. So, let me unpack it a little bit. So, the way I think about it is, there are some elements of the expense base, which automatically reset as a function of the business environment. So, we talk about those as volume and revenue related expense. And so, you will see those come down as a function of the environment.

It's also true that there are conceivably certain investment business cases, which depending on how the environment changes, could no longer make sense analyzed in the same way that we analyzed them originally, i.e., through the lens of their ability to generate long-term shareholder value through a long investment cycle. And so, if, for whatever reason, the environment changes in such a way as to make certain of those investments less compelling, we would obviously adjust.

Of course, the thing that we're not going to do is stop investing in things that we still think are very compelling through our traditional long-term investment lens simply for the purposes of achieving a cosmetic reduction in expenses in an environment where you may or may not have a reduction in revenues for unrelated reasons. As you well know, that's just not how we run the company.

This quarter, as it happens, a question you might have is, how are you managing to keep your guidance the same with what you're saying about, for example, the Investment Banking outlook. But it's worth noting that Investment Banking performance this quarter was actually fine. As you know, markets performance was very strong. And there are also some ups and downs in there, I should note, including the fact that there is some sensitivity to the expense base to the strength of the dollar or weakness in this case. And while some of that is offset in revenue, it's a little noisy. So that's a factor as well. It's small, but I'm just highlighting that there's some slightly non-obvious things that are non-strategic of...",344,CFO
2025Q1,April 11 2025,104,Jamie Dimon,"As you said management thing, because I think it's very important. And I always talk about good expenses and bad expenses, and the good expenses of the bankers and branches that we think will pay off. And -- but there are also bad expenses, which I would put in the category of bureaucracy, lack of efficiency, things you don't need to do. And you can imagine -- if you go to -- if you read my Chairman's letter, the last section is called Management Learnings. And if you look at companies that over time fail, it's almost always bureaucracy, complacency, arrogance and lack of attention to detail.

And so, there is -- we're making a -- I shouldn't say it, but I'm mad at myself for not doing it sooner to spend a little more time that after COVID, the buildup in headcount, the buildup in rules and regulations, the people working or not working from home. After all of those things, we just think there's more efficiency here. And I think some of the -- and Mike Mayo mentioned the thing about regulation. He is right. There will be reductions in cost because rules and regulations will be modified a little bit.

I mean, we -- I pointed out resolution recovery, which is a complete waste of time, is 80,000 pages long, okay? It will never happen that way. CCAR, which is virtually a waste of time, is 20,000 pages long, okay? We report 1 trillion -- I think it's 1 trillion bits of data every day or something like that to the -- all the various regulators and stuff like that. There is this excessive cost built up that we -- that hopefully we can get rid of and reduce the cost of the system and -- but it's not new branches. So, the folks here are working on, we call, streamlining. Jenn Piepszak has got a war room going on it. We already have a significant amount of saves and stuff like that. So -- and we're having fun doing it. It's like -- to me, it's like exercising and eating your spinach. It's what we should be doing. We haven't done it for a while, so -- and I apologize to my shareholders for not having done this a little bit sooner.",386,CEO
2025Q1,April 11 2025,105,Saul Martinez,Okay. That's very clear and very helpful. Thank you.,9,Analyst
2025Q1,April 11 2025,106,Jeremy Barnum,"With that, thank you very much.",6,CFO
2025Q1,April 11 2025,107,Jamie Dimon,Thank you. Talk with you next quarter.,7,CEO
2025Q1,April 11 2025,108,Operator,Thank you all for participating in today's conference. You may disconnect at this time and have a great rest of your day.,22,Operator
2025Q2,July 15 2025,1,Operator,Our first question will come from Christopher McGratty with QBW (sic) [ KBW ].,14,Operator
2025Q2,July 15 2025,2,Christopher Edward McGratty,"Jamie, relative to 3 months ago, there's a lot of optimism on financial deregulation and really going to break in the bank's favor. I'm interested if you agree, number one, with this optimism and anything specifically you could point to?

And secondarily, on capital, I'm interested in what's on or off the table in terms of uses of capital? What do you need to see from the macro regulatory? And how should we be thinking about the timing?",78,Analyst
2025Q2,July 15 2025,3,Jeremy Barnum,"Let me take the second part of that first. So we have our standard capital hierarchy that we recite a lot, and I want to bore you by reciting it again. But I think it's important because it does serve as a guide in this context, right?

So we deploy our capital against organic and inorganic growth, and we ensure a sustainable dividend. And with what's left, we do buybacks. And so we've talked about how excess capital is earnings in store. You saw this quarter that we actually had some financial resource usage that came through and actually meant that despite keeping the buybacks relatively constant and having organic capital generation to be relatively constant, the CET1 ratio dropped a little bit as a function of increased usage organically showing up in RWA expansion.

So we're doing what we want to do, but clearly, it is a big amount of excess, and that does mean that everything is on the table as it always is, and that includes potentially inorganic things.

Now obviously, that needs to be done carefully. I think acquisitions have a high bar, both financially, strategically and importantly, in some cases, culturally. And we also need to think carefully about things that work outside the regulated perimeter might not work inside the regulated perimeter as well. We have learned some lessons. We don't want to overlearn those lessons. But in the end, sometimes we lean in a little more, sometimes lean in a little less, but we wouldn't be doing our jobs if we weren't thinking about it.

I don't particularly think other than fundamentally whether things are permissible or not, that the regulatory environment right now, particularly shapes our thinking on that front.",288,CFO
2025Q2,July 15 2025,4,Jamie Dimon,"And Chris, just a broader point about regulations. I think it's very important that the regulators step back and kind of look at the big picture now, not just one picture, so nothing has happened yet. I think they should be looking at all these things. But if you look at SLR, G-SIFI, CCAR, Basel III, FSRT, the overlap, the duplication, I actually believe that you can make the system simpler, cheaper, more effective, more transparent and safer. And the things like Silicon Valley Bank and First Republic did not need to happen if you just modify some things and you can create more liquidity, more loans and a safer system. And that's really what they should be looking at, not just SLR. And so I'm hoping that over time, they do that.

And then second thing that I would add to that, which I think is even maybe more important, is they should answer the question, what do they actually want in our public markets versus our private markets, et cetera. We've gone from 8,000 public companies, I'm talking about like 25 years ago to 4,000 today. That's happened overseas. Public markets overseas have gotten smaller and smaller. Obviously, I'm not against private credit. Private credit is growing.

And how do you really want to structure this? And why is it happen? Is that a good thing for America? And so I just -- it is time that they take a step back. There's been -- I hear some time from some pundits that there's been relaxing of rules and regulations, absolutely not. There's been nothing but increasing them for the better part of 15 years. They should take a deep breath, step back, and look at the system and answer the question, how can we make it better and stronger for the economy and all involved.",308,CEO
2025Q2,July 15 2025,5,Jeremy Barnum,"And maybe sort of gone a bit long here, but just to expand and go into a little bit of detail there. I will note that Vice Chair Bowman gave a speech on her vision having come into the new seat for ongoing work on regulation. And I think it's a speech that's pretty comprehensive and lays out some of what Jamie is saying in terms of like the to-do list. I think at the margin, we can do understand the desire to sort of knock some things off the to-do list that have been on it for a long time and clearly needs to be addressed like SLR. But at the same time that, that happens, the holistic review done properly across not only capital, but also liquidity, resolution, et cetera, is clearly quite important.

More narrowly, in the near term, I think we continue to feel very strongly that if all the things that are out there, one of the worst is G-SIB, in the sense of both the original gold-plating, the sort of deep conceptual flaws in the framework itself, and the failure to recalibrate it for growth since it was put into effect.

And I think one of the things that's maybe a little bit under discussed there is the extent to which it specifically creates strongest incentives for American banks to be strong and globally competitive. And that is seems to be the exact opposite of what we want. So that's really one of the ones that needs to get attacked pretty aggressively, I would say.",261,CFO
2025Q2,July 15 2025,6,Christopher Edward McGratty,"I appreciate all the color. If I could ask kind of a follow-up. The inorganic comments. I'm interested in capital allocation between your businesses, where you think, if that were to present an opportunity where -- which businesses would most likely be the use of that capital?",47,Analyst
2025Q2,July 15 2025,7,Jeremy Barnum,"I mean we've talked about that a little bit over time. Obviously, we're not fundamentally capital constrained right now. So I mean in addition to the fact that capital isn't the only financial resource that we need to allocate, I would say the larger point is that any good franchise business that it makes sense from a risk perspective and clears the cost of equity is going to get done within reason, subject to obvious caveat. So...",77,CFO
2025Q2,July 15 2025,8,Jamie Dimon,"Inorganic, it's a good discipline to always be looking. I would have high expectations that will be how we use a lot of capital. And I think it's a very big plus that we grow organically in every business we're in without having to stretch.",45,CEO
2025Q2,July 15 2025,9,Operator,"Next, we will go to the line of Betsy Graseck from Morgan Stanley.",13,Operator
2025Q2,July 15 2025,10,Betsy Lynn Graseck,"So two questions. First, on the RWA utilization via organic as you described. I wanted to understand in wholesale lending, where you highlighted the CIB was a driver of much of this. Could you speak to the drivers of those drivers? In other words, is it private credit? Is it M&A financing? Is it inventory? What are you seeing in the market here that you're delivering on that's raising that lending profile?",72,Analyst
2025Q2,July 15 2025,11,Jeremy Barnum,"It's all of the above, Betsy, because we are the Switzerland of financing. We do everything, and we saw a lot of activity come in late in the quarter.",29,CFO
2025Q2,July 15 2025,12,Betsy Lynn Graseck,"Okay. Great. All right. And then Jamie, you've -- there's been a lot of discussion around stablecoin. How stablecoin is going to be impacting banks. And I believe you have an opinion on this, would love to hear if you could highlight how JPM is thinking about utilizing, leveraging, competing with stablecoin, and how the JPMD deposit token feeds into all of this as well?",65,Analyst
2025Q2,July 15 2025,13,Jamie Dimon,"So deposit token is effectively the same thing. You're moving money by token, you could pay interest. It's JPMorgan deposit. And stablecoins, we're going to be involved in both JPMorgan deposit coin and stablecoins to understand it, to be good at it.

We don't know exactly -- I think they're real, but I don't know why you'd want a stablecoin as opposed to just a payment. And -- but I do think you have fintech, these guys are very smart. I'm trying to figure out a way to create bank accounts to get the payment systems and rewards programs. And we have to be cognizant of that. The way to be cognizant is to be involved. We're going to be in it and learning a lot and player.",128,CEO
2025Q2,July 15 2025,14,Betsy Lynn Graseck,"Okay, super. And then separately on the topic of open banking. I think that's on hold right now with the CFPB, on hold right now. But just wanted to understand, does this hold period gave you an opportunity to change how you're pricing for your open banking and fintech relationships here?",51,Analyst
2025Q2,July 15 2025,15,Jamie Dimon,"So this is very important. So forget pricing for a second, we are in favor of the customer. So we think the customer has the right to, if they want to share their information. What we asked people to do is, what are they -- do they actually know what's being shared? What is actually being shared? It should be everything. It should be what their customer wants. It should have a time limit because somebody of these things going on for years. It should not be remarketed or resold to third parties. And so we're kind of in favor of all that done properly.

And then the payment, it just -- it costs a lot of money to set up the APIs and stuff like that to run the system protection. So we just think it should be done and done right. And that's the main part. It's not like you can't do it.

The last thing is a liability shift. I mean I don't think JPMorgan should be responsible if you've given your bank passcodes to third parties who market and do a whole bunch of stuff with it and then you get scammed or fraud through them, they should be responsible. And we want real clarity about that.

And if you see today, a lot of these scams and frauds run through third-party social media and stuff like that, there should be a little more responsibility in their part. So we can all do a better job for the customer. That's why.",255,CEO
2025Q2,July 15 2025,16,Operator,"Next, we will go to the line of Steven Alexopoulos from TD Cowen.",13,Operator
2025Q2,July 15 2025,17,Steven A. Alexopoulos,"I wanted to start, Jeremy, going back to your comments on inorganic things being on the table in terms of use of excess capital. So when I look at the company, so you're the largest U.S. bank by assets, you're also the largest in terms of the data you see every day. And you may or may not have seen that Apple is looking at possibly, there's chatter, getting into the AI game more by looking at a company such as Perplexity.

Just thinking out loud here, would it make sense for JPMorgan to consider acquiring an LLM, right? The last 2 quarters of buybacks are about the last valuation round for Perplexity, right? I'm thinking of you guys, you could become LLM for the financial services industry. What are your thoughts on this?",134,Analyst
2025Q2,July 15 2025,18,Jamie Dimon,"We use LLMs and we're going to be agnostic about that, too. There's no reason for us to own one. At least we can't figure out why that would make sense. And I wouldn't -- we will use it, and we will obviously be important in using our data to help our customers.",53,CEO
2025Q2,July 15 2025,19,Jeremy Barnum,"Yes. And on the question of inorganic deployment, I would sort of blend my comments with Jamie's right? In the end, I'm just asserting that, of course, we need to look at inorganic opportunities. And of course, that's a question that comes up given our current excess capital position. But Jamie said clearly that he doesn't think that's particularly likely, or some of the reasons that you emphasized, it's not easy to imagine a deal that would actually make sense.",80,CFO
2025Q2,July 15 2025,20,Jamie Dimon,"We do a lot of small ones, by the way, which you've seen.",13,CEO
2025Q2,July 15 2025,21,Steven A. Alexopoulos,"Yes. Yes. Okay. And then going back, Jamie, to your answer to Betsy's question on the tokenized deposit. I get it, how that makes sense in terms of the customers that are inside your walled garden, but it doesn't help them much in terms of dealing with customers outside of your garden. What's holding up you guys and the other banks getting together to issue something joint, similar to what you've done with Zelle and prevent these stablecoin companies like Circle coming in and offering a more convenient solution to your customers?",92,Analyst
2025Q2,July 15 2025,22,Jamie Dimon,That's a great question. And we'll leave the remain as a question.,12,CEO
2025Q2,July 15 2025,23,Steven A. Alexopoulos,Without an answer?,3,Analyst
2025Q2,July 15 2025,24,Jamie Dimon,"Well, I think you're raising a very important point about interoperability of stablecoins and deposits and movement of money, and what problem you're trying to solve, but you're raising a great points. You can assume we're thinking about all of that.",41,CEO
2025Q2,July 15 2025,25,Operator,"Next, we will go to the line of Ebrahim Poonawala from Bank of America Merrill Lynch.",16,Operator
2025Q2,July 15 2025,26,Ebrahim Huseini Poonawala,"This almost sounds like a fintech and AI call. But maybe just switching gears, I think, Jamie, your comments in the press release, give us a sense like when we think about middle market businesses in the U.S., what's the state of play there? When we think about interest rates, tariffs, consumer spending slowing, should we be concerned in terms of credit quality outlook looking out 6, 9, 12 months? Just what's your take based on all the data that we all look at?",84,Analyst
2025Q2,July 15 2025,27,Jamie Dimon,"You can ask the thing about the data, but very important, we love the middle market business. It drives a lot of business. We've built, I think 500 bank of the innovation economy, which is kind of new to us. I think of what Silicon Valley Bank used to do and things like that. We still have a huge addressable market in the middle market business. We provide not just lending, and that could be leveraged lending, direct lending, but payment services, custody services, asset management services, FX services. So we're going to grow that business, regardless of what we predict the environment is going to be in the next 6 to 9 months.",114,CEO
2025Q2,July 15 2025,28,Ebrahim Huseini Poonawala,"Got it. And I guess just as a follow-on -- go ahead, Jeremy.",13,Analyst
2025Q2,July 15 2025,29,Jeremy Barnum,"No, go ahead, ask your follow-up.",6,CFO
2025Q2,July 15 2025,30,Ebrahim Huseini Poonawala,"And I was just wondering in terms of your sense of just the state of play, the health of the balance sheets of these customers. And also if you can expand that into the consumer, any areas of stress from a credit quality perspective that you're beginning to get more concerned today versus 3 or 6 months ago?",58,Analyst
2025Q2,July 15 2025,31,Jeremy Barnum,"Yes, right. Okay. Because that's what I was going to try to clarify. I just wasn't sure if you were doing consumer wholesale or both. So let's do consumer quickly. I think -- we talk about this every quarter. It's obviously a very important question. We look at it very closely. It obviously matters a lot for us as a company. But we continue to struggle to see signs of weakness. We just -- the consumer basically seems to be fine.

Now a few things are true. Like if you look at indicators of stress, not surprisingly, you see a little bit more stress in the lower income bands than you see in the higher income bands. But that's always true. That's pretty much definitionally true. And nothing there is out of line with our expectations. Our delinquency rates are also in line with expectations. You saw that we kept our net charge-off guidance unchanged. So all that looks kind of fine. And to be honest, as we've said before, fundamentally, while there are nuances around the edges, consumer credit is primarily about labor markets. And in a world with 4.1% unemployment rate, it's just going to be hard, especially in our portfolio to see a lot of weakness.

Now it is true that if you look at, not our data, but the government's data, I think I was looking at this the other day, like first half real consumer spending of this year versus second half of last year is down. Now it's still positive, it's still growing, but it's down. So it's kind of consistent with the sort of soft landing narrative, which is also consistent with the sort of the GDP outlook that our economists are publishing.

Our own data looked sort of in nominal terms on a cohort basis, actually shows spending up a little bit over the same period. So it's kind of the same narrative of things being fine with different signals pointing in slightly different directions, but nothing particularly concerning.",337,CFO
2025Q2,July 15 2025,32,Ebrahim Huseini Poonawala,That was helpful. And would you say the same about commercial?,11,Analyst
2025Q2,July 15 2025,33,Jeremy Barnum,"I mean, basically, yes, you see some idiosyncratic things here and there. And on the point of tariffs, I guess, obviously, you recall the slide that we did at Investor Day, kind of highlighting that different sectors are going to have different experiences as a function of their margins, their sensitivity to input cost, their amount of pricing power, their amount of leverage, and where the rules actually land. But people are obviously getting some time to adjust, and we're watching it very closely. So we'll see.",87,CFO
2025Q2,July 15 2025,34,Operator,Our next question comes from John McDonald with Truist Securities.,10,Operator
2025Q2,July 15 2025,35,John Eamon McDonald,"Jeremy, a quick follow-up on the consumer credit, broader comments taken there. But in terms of the NPAs, the nonaccruals in consumers seem to have a bit of a jump. Is there something technical there? Maybe just talk to that.",40,Analyst
2025Q2,July 15 2025,36,Jeremy Barnum,"Yes. Thanks for that, John. I'm glad to get a chance to clarify this. There is something technical, which has to do with customers in the -- Home Lending customers in the L.A. area, using our forbearance availability as a result of the wildfires. So that is resulting in an

uptick in the nonperforming. But when you think about land value, and the insurance there, the actual loss expectation is de minimis, I would say. So...",76,CFO
2025Q2,July 15 2025,37,Jamie Dimon,We always do that for customers when they have really difficult time.,12,CEO
2025Q2,July 15 2025,38,Jeremy Barnum,Exactly. So that's what's driving that one.,7,CFO
2025Q2,July 15 2025,39,John Eamon McDonald,Okay. Great. And I wanted to ask for some more color on retail deposits. Maybe in the context of Marianne's presentation from Investor Day. Could you remind us of what's given you incremental confidence in seeing some improvement in deposit margin and kind of producing that mid- to upper single-digit deposit growth that Marianne talked about?,56,Analyst
2025Q2,July 15 2025,40,Jeremy Barnum,"Yes, sure. So I think what you're referring to is a slide where Marianne talked about kind of the potential for 6% consumer deposit growth next year. And that's a nice number. And as you've written, that would produce some nice revenue consequences, all else being equal.

The way I think about that number is to kind of build it up step by step. So you start with, in general, the consumer deposit base in the system has grown probably slightly above nominal GDP. I think that's been true for us recently is that as a result of our market position and our pricing choices, we've probably lost a little bit of share during the rate hiking cycle sort of in isolation from yield- seeking flows. With the yield-seeking flows having abated a little bit, that relative headwind is kind of behind us, or increasingly behind us. And you've got some core growth reasserting itself. You saw us call out the growth in net new accounts in Consumer checking this quarter, and that's one of the key drivers.

And then as you know well, when you look at the franchise, we kind of have: number one, ongoing expansion; number two, seasoning of the old expansion; and number three, deepening in the core markets. So when you put all that together and you look at sort of the history of the growth macro environment, et cetera, that's how you get to that type of 6% number. Now obviously, things could change quite dramatically to produce a different number, among other things.

You'll recall that Marianne's slide also talked about a stress scenario with lower rates, which perhaps somewhat non-intuitively would produce actually higher growth as a result of even less yield-seeking flow and a higher consumer savings rate. But the flip side of that is also true, which is an unexpectedly high rate environment would probably lead to lower balance growth, all else equal in consumer. So we'd like to say, those are all else being equal type numbers, but all else is never equal.",344,CFO
2025Q2,July 15 2025,41,Operator,"Next, we will go to the line of Mike Mayo with Wells Fargo.",13,Operator
2025Q2,July 15 2025,42,Michael Lawrence Mayo,"Jeremy, can you talk about why commercial loan growth was much stronger in the second quarter and any strength by geography?

And Jamie, can you address what regulators could do to potentially have banks lend more in the future, consistent with what the Treasury Secretary said is his goal.",49,Analyst
2025Q2,July 15 2025,43,Jeremy Barnum,"Yes. Thanks, Mike. So on loan growth, as you know, it's useful to sort of break this down between what I would think of as like relationship lending that kind of drives the whole franchise, and that we sometimes look at maybe as an indicator of the health of the

Corporate sector in some sense, and people like to look at it as a read across for the smaller banks, et cetera. That part of the franchise remains fine, but sort of muted as customers have access to capital markets and revolver utilization is sort of flattish in general.

But as I noted, I think previously, and as you see coming through the IBP performance, there was just quite a bit of deal activity in the second half of the quarter, a lot of which is well known and public. And some of that is on our balance sheet, and we're very happy to have it there.",157,CFO
2025Q2,July 15 2025,44,Jamie Dimon,"And to answer your other question, Mike. So some of the -- I'm going to give you some things that you can actually do. So I think you should do them and reduce risk in the system. I'm only going to talk about how they increase lending for a second.

So G-SIFI inhibits, if you look at it, both a little bit of lending and a little bit of market making. LCR inhibits both because it's a very rigid way of looking at the bank balance sheet. It doesn't really give you credit for potential access to window and things like that. CCAR in some cases inhibits, people -- we talk about CCAR-ness, but there's a lot of CCAR-ness from small business loans and stuff like that, where people kind of hold that back a little bit because it creates too much volatility. And CCAR capital, the FSRT, the fundamental book.

And when you look at all these things, I think you can create more lending, more liquidity, more flexibility and reduce the risk in the system. And also just CET, just capital usage, et cetera. So -- and reducing the risk in the system. I think we also make it friendlier for community banks, which we do want to do. And so if you look at like total loan to deposits, they used to be 100%, they're now 70%, okay? And that's a huge difference that took place over 10 or 15 years. And can you get that back to 85% and have the banking system be just safe and sound? Absolutely.",263,CEO
2025Q2,July 15 2025,45,Michael Lawrence Mayo,You didn't mention the cost to make a loan. Is there a potential for streamlining there?,16,Analyst
2025Q2,July 15 2025,46,Jamie Dimon,"Yes, and I'd put securitization in that category. We need a more active securitization market and all these things can reduce the actual cost of making loan. I pointed out in the past that mortgages probably cost 30 or 40 or 50 basis points more because of excessive securitization, origination and servicing requirements. Those could be changed and would dramatically help mortgages, particularly for low-income individuals. And we've just have failed to do it for 10 years, and it wouldn't create any additional risk. And we can show you data that shows that.",93,CEO
2025Q2,July 15 2025,47,Michael Lawrence Mayo,"And last one, when you say inorganic growth, would you buy a private credit firm? Is that something you can at least consider?",23,Analyst
2025Q2,July 15 2025,48,Jamie Dimon,"I would say it's not high on my list because we can do it ourselves and buying people and comp plans. And I also think you may have seen peak private credit a little bit. I don't know that. But we already do it. So if it was the right people at the right price, then I'm sure we should look at it. I think, Mike, you should always be open-minded when people come to you with something you hadn't thought about before. And you just get smarter by looking at these things.",93,CEO
2025Q2,July 15 2025,49,Michael Lawrence Mayo,"Actually, I can't leave on that comment...",7,Analyst
2025Q2,July 15 2025,50,Jeremy Barnum,[indiscernible],1,CFO
2025Q2,July 15 2025,51,Jamie Dimon,What?,1,CEO
2025Q2,July 15 2025,52,Michael Lawrence Mayo,"Peak private credit, I can't leave on those three words. What do you mean by peak private credit?",18,Analyst
2025Q2,July 15 2025,53,Jamie Dimon,"Well, I've mentioned that credit spreads are very low. It's grown dramatically over time, and you have to pay up a lot for it. And I'm not saying it's not going to grow some more, but I just -- I would have a slight reluctance depending on who it was. But you might -- your bankers might come to us with something tomorrow that we just hadn't thought about that is a complete natural fit for us, natural fit being product and people and culture.",85,CEO
2025Q2,July 15 2025,54,Michael Lawrence Mayo,"Sorry, Jeremy?",2,Analyst
2025Q2,July 15 2025,55,Jeremy Barnum,"No, I was literally going to say what Jamie just said, so we're good.",14,CFO
2025Q2,July 15 2025,56,Operator,"Next, we will go to the line of Erika Najarian with UBS.",12,Operator
2025Q2,July 15 2025,57,Erika Najarian,"Jamie and Jeremy, you've talked about simplifying the regulatory construct. And it seems like based on the progress so far, we'll mostly get there, particularly with Basel III endgame and G-SIB, which impacts you so much. And to that end, if we do get a more simplified regulatory construct that addresses both the capital and liquidity constraints, does that move up JPMorgan's natural ROTCE? You talked about 17% through the cycle a lot. Obviously, perhaps we would optimize the denominator. Why wouldn't that be additive to your natural ROTCE? Or does this get passed back on to your clients in terms of pricing?",103,Analyst
2025Q2,July 15 2025,58,Jamie Dimon,"In a competitive world, it is irrational to thing that -- and when it applies to all the competitors that everyone is just going to make a lot more money to keep it as opposed to compete in the marketplace. Hopefully, we'll still have a good competitive position relative to everybody else. But no, I don't think you should automatically say it's going to increase your returns. Remember, Jeff Bezos says, your margin is my opportunity. That would be a huge opportunity for fintech, private credit, alternative players, et cetera. So you have to be a little careful to think that would happen. I think it's a good thing for the system, though.",113,CEO
2025Q2,July 15 2025,59,Jeremy Barnum,"Exactly. And as we always said, Erika, right, like the market is very competitive, and the returns are high. And you know this, but I would just refer you to the slide that I delivered at Investor Day about how in some cases, it makes all else equal, compared to buying back shares at these prices, doing healthy, well-underwritten, compelling franchise business with a 14% return, we're definitely supposed to do that actually. And if we do a lot of that, it will dilute down the weighted average ROTCE of the company in ways that are nonetheless clearly accretive to shareholders. So...",102,CFO
2025Q2,July 15 2025,60,Jamie Dimon,"And Jeremy showed you a little thing about business units that earn high returns to low returns. Now they should do a low return ones because they fit hand in glove with other stuff, if you didn't do, you might lose the other. But there are some businesses out there with very high returns. That we just -- we deploy capital by adding bankers or branches, or products, not directly by deploying capital. So just think of branches, that does our private bank or things like that.",87,CEO
